4 125 0 0.jpg
0	1	d	0	2000	0.2
1	1	f	0	2000	0.4
2	1	j	0	2000	0.6
3	1	k	0	2000	0.8
0	0	d	2467
1	0	f	2938
2	0	j	3391
3	0	k	3855
0	0	d	4087
3	0	k	4320
3	0	k	4546
2	0	j	4773
3	0	k	5005
3	0	k	5237
0	0	d	5472
0	0	d	5708
0	0	d	5932
3	1	k	6157	8922
0	1	d	6627	9398
2	1	j	7080	8003
1	1	f	7545	8468
3	0	k	9851
3	0	k	10316
2	0	j	10659
1	0	f	10774
2	0	j	10774
0	0	d	10890
0	0	d	11122
1	0	f	11467
0	0	d	11697
0	0	d	11923
1	0	f	12150
2	0	j	12382
3	0	k	12614
1	0	f	12825
2	0	j	12971
0	0	d	13091
0	0	d	13317
0	0	d	13543
0	0	d	14002
1	0	f	14341
2	0	j	14455
1	0	f	14571
3	0	k	14803
2	0	j	15151
3	0	k	15383
3	0	k	15615
2	0	j	15848
2	0	j	16078
1	0	f	16309
1	0	f	16539
0	0	d	16770
0	0	d	17000
0	0	d	17231
0	0	d	17461
0	0	d	17692
0	0	d	17923
0	0	d	18154
0	0	d	18385
0	0	d	18616
0	0	d	18847
0	0	d	19078
0	0	d	19309
0	0	d	19540
0	0	d	19771
0	0	d	20002
0	0	d	20233
0	0	d	20464
0	0	d	20695
3	0	k	20926
3	0	k	21157
3	0	k	21388
3	0	k	21619
3	0	k	21850
3	0	k	22081
3	0	k	22312
3	0	k	22543
3	0	k	22774
3	0	k	23005
3	0	k	23236
3	0	k	23467
3	0	k	23698
3	0	k	23929
3	0	k	24160
3	0	k	24391
3	0	k	17231
3	0	k	17692
2	0	j	17923
3	0	k	18154
3	0	k	18616
2	0	j	18847
2	0	j	19078
2	0	j	19309
2	0	j	19540
3	0	k	19771
3	0	k	20002
2	0	j	20233
2	0	j	20464
2	0	j	20695
0	0	d	20926
0	0	d	21388
1	0	f	21619
0	0	d	21850
0	0	d	22312
1	0	f	22543
1	0	f	22774
1	0	f	23005
1	0	f	23236
0	0	d	23466
1	0	f	23697
0	0	d	23928
0	0	d	24159
0	0	d	24390
0	1	d	24621	24852
3	1	k	24621	24852
1	0	f	25083
2	0	j	25314
0	1	d	25545	25776
3	1	k	25545	25776
2	0	j	26007
1	0	f	26238
0	0	d	26469
1	0	f	26700
2	0	j	26931
3	0	k	27162
3	0	k	27393
2	0	j	27624
2	0	j	27855
2	0	j	28086


