23 164 147 0.jpg
0	1	d	3000	15000	0.2		180	238	180
1	1	f	3000	14081	0.4		180	238	180
2	1	j	3000	14081	0.6		180	238	180
3	1	k	3000	15000	0.8		180	238	180
4	0	a	3530	8808	0.1	0.03
5	0	a	9163	10228	0.1	0.03
6	0	a	10568	11624	0.9	0.03
7	0	a	14000	16196	-1	0.1
8	1	f	14000	20240	-1	0.1
9	1	j	14000	20240	-1	0.1
10	1	k	14000	26182	-1	0.1
11	1	d	17576	30000	0.2	0.05
12	0	a	19892	21244	0.5	0.05
13	0	a	20069	21421	0.5	0.05
14	0	a	20239	21591	0.5	0.05
15	0	a	20592	21946	0.5	0.05
16	0	a	20761	22135	0.5	0.05
17	0	a	20934	22308	0.5	0.05
18	1	f	23199	31445	0.4	0.05
19	1	j	23199	31445	0.6	0.05
20	0	a	26005	27416	0.8	0.05
21	1	k	28806	37236	0.8	0.05
22	1	f	35613	37236	0.5	0.1

0	0	d	3530
1	0	f	3900
0	0	d	4221
1	0	f	4602
0	0	d	4949
1	0	f	5300
0	0	d	5650
1	0	f	6002
0	0	d	6361
1	0	f	6705
0	0	d	7062
1	0	f	7414
0	0	d	7755
1	0	f	8105
0	0	d	8460
1	0	f	8808
3	0	k	3530
2	0	j	4221
3	0	k	4949
3	0	k	5300
3	0	k	5475
2	0	j	5650
2	0	j	6361
3	0	k	6705
2	0	j	7062
3	0	k	7414
2	0	j	7755
2	0	j	8105
3	0	k	8460
2	0	j	8808
0	0	d	9163
3	0	k	9163
2	0	j	9514
1	0	f	10053
2	0	j	10053
0	0	d	10228
0	0	d	10568
3	0	k	10568
1	0	f	10930
1	0	f	11448
2	0	j	11448
3	0	k	11624
0	0	d	11969
3	0	k	11969
0	0	d	12144
3	0	k	12144
0	0	d	12319
3	0	k	12319
2	0	j	12670
2	0	j	13034
0	1	d	13200	13381
3	1	k	13200	13381
1	0	f	13536
0	0	d	13728
3	0	k	13728
2	0	j	13904
0	0	d	14081
3	0	k	14081
0	0	d	14254
3	0	k	14254
0	0	d	14428
3	0	k	14428
0	0	d	14618
3	0	k	14618
7	0	f	15003
7	0	j	15146
7	0	k	15323
7	0	k	15659
7	0	j	15834
7	0	f	16006
8	0	f	16386
8	0	f	16534
8	0	f	16708
9	0	j	16883
9	0	j	17054
10	0	k	17233
9	0	j	17406
11	0	d	18292
8	0	f	18464
9	0	j	18642
10	1	k	18814	18890
9	0	j	19105
8	0	f	19340
11	0	d	19691
8	0	f	19691
11	0	d	19866
8	0	f	19866
9	0	j	20042
10	0	k	20042
9	0	j	20217
10	0	k	20217
12	0	d	20568
13	0	k	20745
14	0	d	20915
15	0	k	21269
16	0	d	21448
17	0	k	21621
11	0	d	21978
10	0	k	22149
11	0	d	22323
10	1	k	22497	22671
11	0	d	22845
11	0	d	23569
18	0	f	23904
19	0	j	24432
19	0	j	24782
19	0	j	25134
11	0	d	25328
19	0	j	25417
