6 42 0 arcahv.jpg
0	1	f	3000	12000	0.1
1	1	g	3001	12000	0.24
2	1	h	3002	12000	0.42
3	1	j	3003	12000	0.58
4	1	k	3004	9163	0.76
5	1	l	3005	9163	0.9
0	0	f	3530	3900
1	0	g	3900	4221
0	0	f	4221	4602
1	0	g	4602	4949
0	0	f	4949	5300
1	0	g	5300	5650
0	0	f	5650	6002
1	0	g	6002	6361
0	0	f	6361	6705
1	0	g	6705	7062
0	0	f	7062	7414
1	0	g	7414	7755
0	0	f	7755	8105
1	0	g	8105	8460
0	0	f	8460	8808
1	0	g	8808	9163
5	0	l	3530
4	0	k	4221
3	0	j	4949
3	0	j	5300
3	0	j	5475
2	0	h	5650
4	0	k	6361
3	0	j	6705
2	0	h	7062
3	0	j	7414
2	0	h	7755
2	0	h	8105
3	0	j	8460
2	0	h	8808
0	0	f	9163
3	0	j	9163
2	0	h	9514
1	0	g	10053
2	0	h	10053
0	0	f	10228
0	0	f	10568
3	0	j	10568
1	0	g	10930
1	0	g	11101
2	0	h	11101
3	0	j	11272
