4 79 24 0.JPG
0	1	d	2800	2000	0.2
1	1	f	2800	2000	0.4
2	1	j	2800	2000	0.6
3	1	k	2800	2000	0.8

2	0	j	2857
3	1	k	3242	3626
1	0	f	3883
0	1	d	4267	4652
0	0	d	4909
3	0	k	4909
1	0	f	5293
2	0	j	5293
3	0	k	6704
2	0	j	6960
1	1	f	7345	7729
0	0	d	7986
1	1	f	8370	8755
0	1	d	9012	10037
1	0	f	11063
0	1	d	11448	11832
2	0	j	12089
3	1	k	12474	12858
0	0	d	13115
3	0	k	13115
1	0	f	13499
2	0	j	13499
1	0	f	14910
2	0	j	15166
0	1	d	15551	15935
1	0	f	16192
2	1	j	16577	16961
2	0	j	19269
3	0	k	19654
2	0	j	20295
3	0	k	20680
2	0	j	21321
1	0	f	21705
3	0	k	23116
2	0	j	23372
1	0	f	23757
1	0	f	24398
0	0	d	24783
1	0	f	25424
1	0	f	27475
0	0	d	27860
1	0	f	28501
0	0	d	28886
2	0	j	29527
3	0	k	29911
0	0	d	31322
1	0	f	31578
2	0	j	31963
3	0	k	32604
2	0	j	32989
3	0	k	33630
1	0	f	35681
2	0	j	36066
1	0	f	36707
0	0	d	37092
2	0	j	37733
3	0	k	38118
1	0	f	39528
0	0	d	39784
0	0	d	40169
3	0	k	40810
1	0	f	41195
2	0	j	41579
3	0	k	41836
1	0	f	42221
0	0	d	42862
1	0	f	43246
2	0	j	43887
3	0	k	44272
0	0	d	44913
3	0	k	45298
1	0	f	45939
2	0	j	46324
1	0	f	47734
0	0	d	47990
2	0	j	48375
3	0	k	49016
0	0	d	49401
0	0	d	50042

0	4	2857	1.JPG
0	4	2857	2.JPG
0	4	3883	3.JPG
0	4	3883	4.JPG
0	4	4909	5.JPG
0	4	5934	6.JPG
0	4	6960	7.JPG
0	4	7986	8.JPG
0	4	9012	9.JPG
0	4	10037	10.JPG
0	4	11063	11.JPG
0	4	12089	12.JPG
0	4	13115	13.JPG
0	4	14140	14.JPG
0	4	15166	15.JPG
0	4	16192	16.JPG
0	4	17218	17.JPG
0	4	17346	18.JPG
0	4	17474	19.JPG
0	4	17602	20.JPG
0	4	17987	21.JPG
0	4	18115	22.JPG
0	4	18243	23.JPG
0	4	19269	24.JPG

























































































