4 48 24 0.JPG
0	1	d	2800	2000	0.2
1	1	f	2800	2000	0.4
2	1	j	2800	2000	0.6
3	1	k	2800	2000	0.8
0	0	d	2857
1	0	f	3883
2	0	j	4909
3	0	k	5934
3	0	k	6960
2	0	j	7986
1	0	f	9012
0	0	d	10037
0	0	d	11063
0	0	d	12089
1	0	f	13115
1	0	f	14140
2	0	j	15166
2	0	j	16192
3	0	k	17218
3	0	k	18243
2	0	j	19269
3	0	k	20295
1	0	f	21321
0	0	d	22346
1	0	f	23372
0	0	d	24398
2	0	j	25424
3	0	k	26450
0	0	d	27475
1	0	f	28501
2	0	j	29527
3	0	k	30553
3	0	k	31578
2	0	j	32604
1	0	f	33630
0	0	d	34656
3	0	k	35681
3	0	k	36707
2	0	j	37733
2	0	j	38759
1	0	f	39784
1	0	f	40810
0	0	d	41836
0	0	d	42862
0	0	d	43887
3	0	k	44913
1	0	f	45939
2	0	j	46965
0	0	d	47990
1	0	f	49016
2	0	j	50042
3	0	k	51068
0	4	2857	1.JPG
0	4	2857	2.JPG
0	4	3883	3.JPG
0	4	3883	4.JPG
0	4	4909	5.JPG
0	4	5934	6.JPG
0	4	6960	7.JPG
0	4	7986	8.JPG
0	4	9012	9.JPG
0	4	10037	10.JPG
0	4	11063	11.JPG
0	4	12089	12.JPG
0	4	13115	13.JPG
0	4	14140	14.JPG
0	4	15166	15.JPG
0	4	16192	16.JPG
0	4	17218	17.JPG
0	4	17346	18.JPG
0	4	17474	19.JPG
0	4	17602	20.JPG
0	4	17987	21.JPG
0	4	18115	22.JPG
0	4	18243	23.JPG
0	4	19269	24.JPG
