9 242 111 0.jpg
0	1	d	2800	2000	0.2	0.1
1	1	f	2800	2000	0.4	
2	1	j	2800	2000	0.6	
3	1	k	2800	2000	0.8	0.1
4	0	a	2800	5825	0.2	
5	0	a	5825	6000	0.8	
6	1	h	13098	13000	0.5
7	1	h	25099	25000	0.5
8	1	h	36372	36000	0.5

4	0	d	3279
1	0	f	3370
2	0	j	3461
1	0	f	3552
4	0	k	3643
1	0	f	3734
2	0	j	3824
1	0	f	3915
4	0	d	4006
1	0	f	4097
2	0	j	4188
1	0	f	4279
4	0	k	4370
1	0	f	4461
2	0	j	4552
1	0	f	4643
4	0	d	4734
1	0	f	4825
2	0	j	4915
1	0	f	5006
4	0	k	5097
1	0	f	5188
2	0	j	5279
1	0	f	5370
4	1	d	5461	5643
1	0	f	5825
2	0	j	6006
5	0	k	6188
2	0	j	6279
1	0	f	6370
2	0	j	6461
5	0	d	6552
2	0	j	6643
1	0	f	6734
2	0	j	6825
5	0	k	6916
2	0	j	7007
1	0	f	7097
2	0	j	7188
5	0	d	7279
2	0	j	7370
1	0	f	7461
2	0	j	7552
5	0	k	7643
2	0	j	7734
1	0	f	7825
2	0	j	7916
5	0	d	8007
2	0	j	8097
1	0	f	8188
2	0	j	8279
5	1	k	8370	8552
0	0	d	8734
1	0	f	8734
1	0	f	8916
2	0	j	8916
2	0	j	9098
3	0	k	9098
2	0	j	9461
3	0	k	9461
1	0	f	9643
2	0	j	9643
0	0	d	9825
1	0	f	9825
0	0	d	10189
1	0	f	10370
2	0	j	10552
3	0	k	10734
2	0	j	10916
1	0	f	11098
0	0	d	11280
0	1	d	11643	13098
3	1	k	12007	13098
1	1	f	12370	13098
2	1	j	12734	13098
6	0	h	13461
1	0	f	13643
2	0	j	13643
0	1	d	13825	14007
3	1	k	13825	14007
6	0	h	14007
1	0	f	14189
2	0	j	14189
0	0	d	14916
3	0	k	15007
2	0	j	15098
3	0	k	15189
1	0	f	15280
3	0	k	15371
2	0	j	15462
3	0	k	15553
0	0	d	15643
3	0	k	15734
2	0	j	15825
3	0	k	15916
1	0	f	16007
3	0	k	16098
2	0	j	16189
3	0	k	16280
0	0	d	16371
3	0	k	16462
2	0	j	16553
3	0	k	16643
1	0	f	16734
3	0	k	16825
2	0	j	16916
3	0	k	17007
0	1	d	17098	17280
1	0	f	17462
2	0	j	17644
3	0	k	17825
0	0	d	17916
1	0	f	18007
0	0	d	18098
2	0	j	18189
0	0	d	18280
1	0	f	18371
0	0	d	18462
3	0	k	18553
0	0	d	18644
1	0	f	18735
0	0	d	18825
2	0	j	18916
0	0	d	19007
1	0	f	19098
0	0	d	19189
3	0	k	19280
0	0	d	19371
1	0	f	19462
0	0	d	19553
2	0	j	19644
0	0	d	19735
1	0	f	19826
0	0	d	19916
3	1	k	20007	20189
3	0	k	20371
2	0	j	20371
2	0	j	20553
1	0	f	20553
1	0	f	20735
0	0	d	20735
0	0	d	21098
1	0	f	21098
1	0	f	21280
2	0	j	21280
2	0	j	21462
3	0	k	21462
3	0	k	21826
2	0	j	22008
1	0	f	22190
0	0	d	22372
1	0	f	22554
2	0	j	22735
3	0	k	22917
