7 137 111 0.jpg
0	1	d	2800	2000	0.2	0.1
1	1	f	2800	2000	0.4	
2	1	j	2800	2000	0.6	
3	1	k	2800	2000	0.8	0.1
4	0	a	2800	5461	0.2
5	0	a	6188	8370	0.8
6	1	h	36372	36000	0.5	
0	0	d	3279	
2	0	j	3461	
3	0	k	3643	
2	0	j	3824	
0	0	d	4006	
2	0	j	4188	
3	0	k	4370	
2	0	j	4552	
0	0	d	4734	
2	0	j	4915	
3	0	k	5097	
2	0	j	5279	
0	1	d	5461	5643
3	0	k	6188	
1	0	f	6370	
0	0	d	6552	
1	0	f	6734	
3	0	k	6916	
1	0	f	7097	
0	0	d	7279	
1	0	f	7461	
3	0	k	7643	
1	0	f	7825	
0	0	d	8007	
1	0	f	8188	
3	1	k	8370	8552
0	0	d	8734	
1	0	f	8916	
2	0	j	9098	
3	0	k	9461	
2	0	j	9643	
1	0	f	9825	
0	0	d	10189	
1	0	f	10370	
2	0	j	10552	
3	0	k	10734	
2	0	j	10916	
1	0	f	11098	
0	0	d	11280	
0	0	d	11643	
1	0	f	12007	
2	0	j	12370	
3	0	k	12734	
2	0	j	13098	
1	0	f	13461	
2	0	j	13643	
0	1	d	13825	14189
3	1	k	13825	14189
0	0	d	14916	
2	0	j	15098	
1	0	f	15280	
2	0	j	15462	
0	0	d	15643	
2	0	j	15825	
1	0	f	16007	
2	0	j	16189	
0	0	d	16371	
2	0	j	16553	
1	0	f	16734	
2	0	j	16916	
0	1	d	17098	17280
3	0	k	17825	
1	0	f	18007	
2	0	j	18189	
1	0	f	18371	
3	0	k	18553	
1	0	f	18735	
2	0	j	18916	
1	0	f	19098	
3	0	k	19280	
1	0	f	19462	
2	0	j	19644	
1	0	f	19826	
3	1	k	20007	20189
3	0	k	20371	
2	0	j	20553	
1	0	f	20735	
0	0	d	21098	
1	0	f	21280	
2	0	j	21462	
3	0	k	21826	
2	0	j	22008	
1	0	f	22190	
0	0	d	22372	
1	0	f	22554	
2	0	j	22735	
3	0	k	22917	
3	0	k	23281	
2	0	j	23645	
1	0	f	24008	
0	0	d	24372	
1	0	f	24736	
2	0	j	25099	
1	0	f	25281	
0	1	d	25463	25826
3	1	k	25463	25826
0	0	d	26553	
3	0	k	26553	
1	0	f	26917	
2	0	j	27099	
0	0	d	27281	
3	0	k	27281	
2	0	j	27644	
1	0	f	27644	
0	1	d	28008	28735
3	1	k	28008	28735
1	0	f	29099	
2	0	j	29281	
0	0	d	29462	
3	0	k	29462	
1	0	f	29826	
2	0	j	29826	
0	1	d	30190	31644
3	1	k	30190	31644
0	0	d	32372	
0	0	d	32735	
3	0	k	33099	
2	0	j	33372	
3	0	k	33645	
0	0	d	33826	
3	0	k	34190	
1	1	f	34454	34736
2	1	j	34454	34736
3	0	k	35281	
2	0	j	35463	
1	0	f	35645	
0	0	d	35827	
1	1	f	36008	36372
2	1	j	36008	36372
6	0	h	36736	
1	0	f	36918	
2	0	j	36918	
0	1	d	37099	37281
3	1	k	37099	37281
6	0	h	37281
1	0	f	37463
2	0	j	37463

4	1	3279	3643	0.8
4	1	3643	4006	0.2
4	1	4006	4370	0.8
4	1	4370	4734	0.2
4	1	4734	5097	0.8
4	1	5097	5461	0.2
5	1	6188	6552	0.2
5	1	6552	6916	0.8
5	1	6916	7279	0.2
5	1	7279	7643	0.8
5	1	7643	8007	0.2
5	1	8007	8370	0.8
0	4	13461	1.jpg
0	4	14916	0.jpg
0	4	25099	1.jpg
0	4	25826	0.jpg
4	3	3279	3279	4	57	148
4	3	3643	3643	197	206	255
4	3	4006	4006	140	123	155
4	3	4370	4370	125	208	229
4	3	4734	4734	83	55	103
4	3	5097	5097	109	238	9
4	3	5461	5461	52	72	197
5	3	6188	6188	37	115	180
5	3	6552	6552	55	197	201
5	3	6916	6916	198	182	17
5	3	7279	7279	187	79	200
5	3	7643	7643	10	233	120
5	3	8007	8007	217	247	43
5	3	8370	8370	85	178	31
0	3	8734	8734	198	236	87
1	3	8734	8734	94	55	187
1	3	8916	8916	138	150	213
2	3	8916	8916	48	198	170
2	3	9098	9098	55	26	107
3	3	9098	9098	83	211	147
2	3	9461	9461	27	216	83
3	3	9461	9461	122	176	77
1	3	9643	9643	94	68	12
2	3	9643	9643	224	20	90
0	3	9825	9825	253	96	85
1	3	9825	9825	43	198	22
0	3	10189	10189	160	160	160
1	3	10370	10370	160	160	160
2	3	10552	10552	160	160	160
3	3	10734	10734	160	160	160
0	3	14916	14916	248	128	147
1	3	15280	15280	185	130	159
0	3	15643	15643	220	85	154
1	3	16007	16007	79	2	178
0	3	16371	16371	64	215	223
1	3	16734	16734	160	160	160
0	3	17098	17098	160	160	160
3	3	17825	17825	63	6	234
2	3	18189	18189	106	96	249
3	3	18553	18553	219	131	5
2	3	18916	18916	203	249	13
3	3	19280	19280	127	98	152
2	3	19644	19644	160	160	160
3	3	20007	20007	160	160	160
3	3	20371	20371	199	97	29
2	3	20371	20371	157	177	147
2	3	20553	20553	48	69	48
1	3	20553	20553	70	36	127
1	3	20735	20735	112	237	134
0	3	20735	20735	183	96	7
0	3	21098	21098	107	77	156
1	3	21098	21098	190	128	120
1	3	21280	21280	237	220	228
2	3	21280	21280	50	234	37
2	3	21462	21462	239	179	9
3	3	21462	21462	43	35	108
3	3	21826	21826	160	160	160
2	3	22008	22008	160	160	160
1	3	22190	22190	160	160	160
0	3	22372	22372	160	160	160
1	3	30372	30372	195	162	128
2	3	30372	30372	195	162	128
1	3	30553	30553	67	32	117
2	3	30553	30553	67	32	117
1	3	30735	30735	15	134	219
2	3	30735	30735	15	134	219
1	3	30917	30917	29	26	246
2	3	30917	30917	29	26	246
1	3	31099	31099	65	81	155
2	3	31099	31099	65	81	155
1	3	31281	31281	52	159	108
2	3	31281	31281	52	159	108
1	3	31463	31463	213	175	190
2	3	31463	31463	213	175	190
1	3	31644	31644	160	160	160
2	3	31644	31644	160	160	160
0	3	33826	33826	117	19	134
1	3	33947	33947	211	142	103
2	3	34068	34068	176	147	149
1	3	34190	34190	17	211	201
2	3	34311	34311	50	29	226
3	3	34432	34432	5	121	166
2	3	34454	34454	241	132	118
3	3	35281	35281	193	153	131
2	3	35372	35372	197	85	192
1	3	35463	35463	173	140	43
0	3	35554	35554	240	224	179
3	3	35645	35645	160	160	160
2	3	35736	35736	160	160	160
1	3	35827	35827	160	160	160
0	3	35917	35917	160	160	160
0	1	28008	28735	0.8
3	1	28008	28735	0.2
0	1	30190	31644	0.2
3	1	30190	31644	0.8



